Key,Title,Description,Temporal Date From,Temporal Date To,Spatial Extent,Access Data link,Access Metadata link
TERN/0596cb85-3bfa-4495-ad88-cc7be60a31d5,Ti Tree East Flux Data Collection,"This dataset consists of measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer at Pine Hill cattle station in the Northern Territory using eddy covariance techniques. <br /> <br /> The Ti Tree East site was established in July 2012 and is managed by the University of Technology Sydney. Pine Hill Station is a functioning cattle station that has been in operation for longer than 50 years. However, the east side has not been stocked in over three years. The site is a mosaic of the primary semi-arid biomes of central Australia: grassy mulga woodland and Corymbia/Triodia savanna.The woodland is characterised by a mulga (Acacia aneura) canopy, which is 4.85 m tall on average. The soil is red sand overlying an 8 m deep water table. Elevation of the site is 553 m above sea level, and the terrain is flat. Mean annual precipitation at the nearby (30 km to the south) Bureau of Meteorology station is 305.9 mm but ranges between 100 mm in 2009 to 750 mm in 2010. Predominant wind directions are from the southeast and east. The instrument mast is 10 m tall. Fluxes of heat, water vapour and carbon are measured using the open-path eddy covariance technique at 9.81m. Supplementary measurements above the canopy include temperature and humidity (9.81 m), windspeed and wind direction (8.28 m), downwelling and upwelling shortwave and longwave radiation (9.9 m). Precipitation is monitored in the savanna (2.5m). Supplementary measurements within and below the canopy include barometric pressure (2 m). Below ground soil measurements are made beneath Triodia, mulga and grassy understorey and include ground heat flux (0.08 m), soil temperature (0.02 m 0.06 m) and soil moisture (0 0.1m, 0.1 0.3m, 0.6 0.8m and 1.0 1.2m). <br />For additional site information, see http://ozflux.org.au/siteOfTheMonth/2020-09Alice-and-TiTree/2020-09Alice-and-TiTree.html . <br />This data is also available at http://data.ozflux.org.au .<br />",2012-07-18,,POINT (133.64 -22.287),https://shared.tern.org.au/rocrate/0596cb85-3bfa-4495-ad88-cc7be60a31d5/download | https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/TiTreeEast/catalog.html,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0596cb85-3bfa-4495-ad88-cc7be60a31d5
TERN/0718c268-e977-40da-a3b5-0d9c1a2241ec,Yarramundi Control Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Yarramundi Control Paddock site is located near Richmond, NSW (GPS coordinates -33.613469, 150.734864). The site is about 1 km east of the Cumberland Plain Woodland flux tower. The climate is warm-temperate, with annual rainfall averaging 728 mm, mean maximum temperature in January of 30.4 C and mean minimum temperature in July of 3.6 C (BOM station 067105). The elevation of the site is about 20 m asl and the topography is flat. The soil is sandy loam in texture, organic carbon content is <1% nutrient availability is very low in the top 10 cm; iron concretions below 50 cm indicate poor drainage at times. The vegetation canopy is less than 1 m tall, and the plant community is dominated by exotic herbaceous perennials, including <em>Conyza sumatrensis</em>, <em>Setaria parviflora</em>, <em>Cynodon dactylon</em>, <em>Commelina cyanea</em>, <em>Senecio madagascariensis</em>, and <em>Eragrostis curvula</em>. <br /> <br> Fluxes of water vapour, carbon dioxide and heat are quantified with the open-path eddy flux technique from a 2.5 m tall mast. Additional measurements above the canopy include temperature, humidity, rainfall and net radiation, and photographs are taken several times per day to track canopy greenness.</br>",2019-11-01,2024-07-11,POINT (150.734711 -33.613884),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/YarramundiControl/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/0718c268-e977-40da-a3b5-0d9c1a2241ec/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0718c268-e977-40da-a3b5-0d9c1a2241ec
TERN/07338ac7-11c0-4a85-a86e-7cbb2755300c,Yanco Flux Data Release 2021_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.0) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>. <br /><br /> This is a topographically flat area, primarily comprised of the following soil types: sandy loams, scattered clays, red brown earths, transitional red brown earth, sands over clay and deep sands. Stream valleys and layered soil and sedimentary materials are found across the landscape. <br /><br /> The flux station tower extends to 20m, however flux measurements are recorded from slightly lower than this. Mean annual precipitation from a nearby Bureau of Meteorology site measured 465 mm. Maximum temperatures ranged from 37.4 C (in January) to 16.6 C (in July), while minimum temperatures ranged from 29.0 C (in January) to 11.8 C (in July). Maximum temperatures varied on a seasonal basis by approximately 20.8 C and minimum temperatures by 17.2 C. <br /> The site is within a wider research area (60 x 60 km) that supports a network of flux stations, which have been in operation since late 2001 onwards.<br /><br />",2013-01-01,2021-07-24,POINT (146.2907 -34.9893),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Yanco/2021_v1/catalog.html | https://shared.tern.org.au/rocrate/07338ac7-11c0-4a85-a86e-7cbb2755300c/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/07338ac7-11c0-4a85-a86e-7cbb2755300c
TERN/07624565-b0f6-40fa-ba1d-13377795748e,Riggs Creek Flux Data Release 2021_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.0) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>. <br /> <br />The flux station site is located within an area of dryland agriculture. The surrounding area is dominated by broadacre farming practices. The vegetation cover is predominantly pasture. Elevation of the site is close to 152m and mean annual precipitation at a nearby Bureau of Meteorology site measures 650mm. Maximum temperatures range from 12.3 C (in July) to 29.7 C (in February), while minimum temperatures range from 10.4 C (in July) to 26.8 C (in February).<br /><br />The instrument mast is 4 meters tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall and net radiation are measured. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry.<br /><br />",2011-01-01,2017-07-12,POINT (145.576 -36.6499),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/RiggsCreek/2021_v1/catalog.html | https://shared.tern.org.au/rocrate/07624565-b0f6-40fa-ba1d-13377795748e/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/07624565-b0f6-40fa-ba1d-13377795748e
TERN/07a93c6c-592b-4419-9790-fc0916fba738,Ridgefield Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br /> The flux station is located within an area of dryland agriculture. The surrounding area is dominated by broadacre farming practices. The vegetation cover is predominantly pasture. Elevation of the site is close to 330 m. Climate information comes from the nearby Pingelly BoM AWS station 010626 (1991 to 2016) and shows mean annual precipitation is approximately 445 mm with highest rainfall in June and July of 81 mm each month. Maximumum and minuimum annual rainfall is 775 and 217 mm, respectively. Maximum temperatures range from 31.9 C (in Jan) to 15.4 C (in July), while minimum temperatures range from 5.5 C (in July) to 16.0 C (in Feb).<br /><br />",2016-01-01,2024-07-27,POINT (116.9668 -32.5061),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Ridgefield/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/07a93c6c-592b-4419-9790-fc0916fba738/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/07a93c6c-592b-4419-9790-fc0916fba738
TERN/0845a0fe-30dd-4999-8541-91bd389f214c,Howard Springs Flux Data Release 2022_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.7) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).<br /> <br /> The site is classified as an open woodland savanna. The overstory is co-dominated by tree species <em>Eucalyptus miniata</em> and <em>Eucalyptus tentrodonata</em>, and average tree height is 14-16 m. Elevation of the site is close to 64 m and mean annual precipitation is 1750 mm. Maximum temperatures range from 30.4 C (in July) to 33.2 C (in November), while minimum temperatures range from 19.3 C (in July) to 25.4 C (in November). Therefore, the maximum and minimum range varies from 7 C (wet season) to 11 C (dry season).<br /><br /> The instrument mast is 23 m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation are measured above the canopy. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry.<br /><br />",2002-01-01,,POINT (131.1523 -12.943),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/HowardSprings/2022_v2/catalog.html | https://shared.tern.org.au/rocrate/0845a0fe-30dd-4999-8541-91bd389f214c/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0845a0fe-30dd-4999-8541-91bd389f214c
TERN/0a7ea459-2be1-4613-8789-c4786512c20b,Yarramundi Irrigated Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Yarramundi Irrigated site is an improved, managed pasture on the Western Sydney University Hawkesbury campus. Original woodland vegetation was cleared prior to 1950. A mixture of native and exotic grasses and forbs dominate the site, which is used by cattle in an intensively managed grazing operation. The flux tower was established in October of 2019 and is managed by the Hawkesbury Institute for the Environment, with partial support from TERN and WSU Office of Estate and Commercial (Farm Production Unit).</br> <br>The climate is warm-temperate, with annual rainfall averaging 728 mm, mean maximum temperature in January of 30.4 C and mean minimum temperature in July of 3.6 C (BOM station 067105). The elevation of the site is about 20 m asl and the topography is flat. The soil is sandy loam in texture, organic carbon content is <1%.</br>",2019-11-01,2023-07-31,POINT (150.763218 -33.621482),https://shared.tern.org.au/rocrate/0a7ea459-2be1-4613-8789-c4786512c20b/download | https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/YarramundiIrrigated/2024_v1/catalog.html,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0a7ea459-2be1-4613-8789-c4786512c20b
TERN/0b12d518-b158-4077-950f-8c67beff629d,Adelaide River Flux Data Release 2022_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.7) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The ecosystem was dominated by <em>Eucalyptus tectifica</em> and <em>Planchonia careya</em>.</br> <br>Elevation of the site was close to 90 m and mean annual precipitation at a nearby Bureau of Meteorology site was 1730 mm. Maximum temperatures ranged from 31.4 C (in June) to 36.8 C (in October) while minimum temperatures range from 16.2 C (in July) to 25.1 C (in December). Maximum temperature varied seasonally by approximately 5.4 C and minimum temperatures varied by approximately 8.9 C. The instrument mast was 15 m tall. Heat, water vapour and carbon dioxide measurements were taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation were measured above the canopy. Soil heat fluxes are measured and soil moisture content was gathered using time domain reflectometry.</br>",2007-10-17,2009-05-24,POINT (131.1178 -13.0769),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/AdelaideRiver/2022_v2/catalog.html | https://shared.tern.org.au/rocrate/0b12d518-b158-4077-950f-8c67beff629d/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0b12d518-b158-4077-950f-8c67beff629d
TERN/0c7bcfb8-63eb-47f5-bd07-e6f93acca003,Tumbarumba Flux Data Collection,"This dataset consists of measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in wet sclerophyll forest using eddy covariance techniques. <br /> <br /> The Tumbarumba flux station is located in the Bago State Forest in south eastern New South Wales. It was established in 2000 and is managed by CSIRO Marine and Atmospheric Research. The forest is classified as wet sclerophyll, the dominant species is Eucalyptus delegatensis, and average tree height is 40m. Elevation of the site is 1200m and mean annual precipitation is 1000mm. The Bago and Maragle State Forests are adjacent to the south west slopes of southern New South Wales and the 48,400 ha of native forest have been managed for wood production for over 100 years. The instrument mast is 70m tall. Fluxes of heat, water vapour and carbon dioxide are measured using the open-path eddy flux technique. Supplementary measurements above the canopy include temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation. Profiles of temperature, humidity and CO2 are measured at seven levels within the canopy. Soil moisture content is measured using Time Domain reflectometry, while soil heat fluxes and temperature are also measured. Hyper-spectral radiometric measurements are being used to determine canopy leaf-level properties. The Tumbarumba flux station is supported by TERN and the DCCEE through the ACCSP. <br />For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/tumbarumba-wet-eucalypt-supersite/. <br />This data is also available at http://data.ozflux.org.au .<br />",2002-01-01,,POINT (148.1516 -35.6566),https://shared.tern.org.au/rocrate/0c7bcfb8-63eb-47f5-bd07-e6f93acca003/download | http://dap.ozflux.org.au/thredds/catalog/ozflux/sites/Tumbarumba/catalog.html,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0c7bcfb8-63eb-47f5-bd07-e6f93acca003
TERN/0cff2da9-6d14-4e40-8f02-9140ba505335,Robson Creek Flux Data Release 2022_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.7) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Robson Creek site is part of the Far North Queensland (FNQ) Rainforest Site along with affiliated monitoring sites at Cape Tribulation (Daintree Rainforest Observatory) and Cow Bay (Daintree Discovery Centre). The flux station is located at the foothills of the Lamb Range, part of the Wet Tropics World Heritage Area, and north-west of a 25 ha census plot established by CSIRO in 2012.</br> <br>The forest is classified as Regional Ecosystem (RE) 7.3.36a, complex mesophyll vine forest (Queensland Government, 2006). There are 211 species in the adjacent 25 ha plot, and average tree height is 28 m, ranging from 23 to 44 m. Elevation of the site is 711 m and mean annual precipitation is 2000 mm. The upland rainforests of the Atherton Tablelands are some of the most biodiverse and carbon dense forests in Australia. The landform of the 25 ha plot which is in the dominant wind direction from the station is moderately inclined with a low relief, a 30 m high ridge running north/south through the middle of the plot and a 40 m high ridge running north/south on the eastern edge of the plot.</br> <br>The instruments are mounted on a free standing station at 40 m. Fluxes of heat, water vapour and carbon dioxide are measured using the open-path eddy flux technique. Supplementary measurements above the canopy include temperature, humidity, windspeed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation.</br> <br>Note: Level 3 data for 2015 - 2018 were updated in 2018 correcting a rainfall issue in 2015 and a wind direction issue 2016 - 2018. A data gap from 2019-02-14 to 2019-02-21 was due to a major power supply failure.</br>",2013-08-01,,POINT (145.6301 -17.1175),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/RobsonCreek/2022_v2/catalog.html | https://shared.tern.org.au/rocrate/0cff2da9-6d14-4e40-8f02-9140ba505335/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0cff2da9-6d14-4e40-8f02-9140ba505335
TERN/0d33d9a9-657b-4bdb-a36d-b84dad3eb8e4,Calperum Chowilla Flux Data Release 2025_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.18) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br> The Calperum Chowilla site was established in July 2010 and is managed by the University of Adelaide, coordinated by Prof Wayne Meyer and Prof David Chittleborough of the Landscape Futures Program as part of the Environment Institute. This is a former sheep grazing property that has been destocked and is being managed as a conservation area in this type of ecosystem. The landscape is flat with a series of low east west sand dunes. The dunes are remnants of a previous dry era and are mostly now stabilized by mallee (multi-stemmed Eucalypt trees) and various shrubs. It is a semi-arid environment fringing the River Murray floodplains of the Riverland. <br>",2010-07-30,2025-02-02,POINT (140.5877 -34.0027),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/CalperumChowilla/2025_v1/catalog.html | https://shared.tern.org.au/rocrate/0d33d9a9-657b-4bdb-a36d-b84dad3eb8e4/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0d33d9a9-657b-4bdb-a36d-b84dad3eb8e4
TERN/0d4951e4-dbec-4db0-9d9e-28d7f5135e8d,Collie Flux Data Release 2023_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.5.0) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The Collie flux station was located approximately 10 km southeast of Collie, near Perth, Western Australia. It was established in August 2017 and stopped measuring in November 2019. </br>",2017-08-04,2019-11-11,POINT (116.237 -33.42),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Collie/2023_v1/catalog.html | https://shared.tern.org.au/rocrate/0d4951e4-dbec-4db0-9d9e-28d7f5135e8d/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0d4951e4-dbec-4db0-9d9e-28d7f5135e8d
TERN/0d6393db-4910-4ca2-aae4-4918d683a0b4,Fogg Dam Flux Data Release 2022_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.3) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>. <br /> <br /> The site was situated within a wetland that flooded seasonally. The principle vegetation was <em>Oryza rufipogon</em>, <em>Pseudoraphis spinescens</em> and <em>Eleocharis dulcis</em>. The elevation was approximately 4m, with a neighbouring Bureau of Meteorology station recording 1411mm mean annual precipitation.Maximum temperatures ranged from 31.3 C (in June and July) to 35.6 C (in October), while minimum temperatures ranged from 14.9 C (in July) to 23.9 C (in December and February). Maximum temperatures varied on a seasonal basis by approximately 4.3 C and minimum temperatures by 9.0 C.<br /> <br /> The instrument mast was 15m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation were measured above the canopy. Soil heat fluxes were measured and soil moisture content was gathered using time domain reflectometry.<br /> Ancillary measurements taken at the site include LAI, leaf-scale physiological properties (gas exchange, leaf isotope ratios, N and chlorophyll concentrations), vegetation optical properties and soil physical properties. Airborne based remote sensing (Lidar and hyperspectral measurements) was carried out across the transect in September 2008. <br />",2006-02-07,2008-10-31,POINT (131.3072 -12.5452),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/FoggDam/2022_v1/catalog.html | https://shared.tern.org.au/rocrate/0d6393db-4910-4ca2-aae4-4918d683a0b4/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/0d6393db-4910-4ca2-aae4-4918d683a0b4
